"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2021-08-06","10","Running","","","01:00:08","","01:00:08","","","","","11.336","275.2","1.0","","","","","","","","","","","","Hoka Clifton 7","","Jogging a lap of Gränjåsvålen (the mountain behind Idrefjäll). Started out on a big gravel track, then small single-track which then turned into (very nice) terrain. I boshed this for a while, ankle holding up rather fine, just sore now and then until I hit another big track and was just on these till the end. Saw a dude in an SNO top and he biked alongside me for a while arking about the world cup and Ralph, fun times. Should have brought the rollerskis cos there's loads of people doing it and many tracks for it, unbelievable stuff.",""
"2021-08-07","10","Running","","","00:18:39","","00:18:39","","","","","3.374","151.1","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-08-07","10","Orienteering","","","00:18:07","","","","00:18:07","","","2.474","12.0","3.0","","","","","","","","","","","","VJ Bold X","","Skog. Ankle not quite there yet so I couldn't really nav very well whilst focusing on it so I bailed. Maybe I'll finish this course by the end of my stay, but probably not. I do realise my training is shite atm but I'm doing the best I can.",""
"2021-08-07","10","Running","","","00:13:22","","","","","00:13:22","","3.16","76.3","4.0","","","","","","","","","","","","VJ Bold X","","Wee tempo on the trails whilst planning the rest of the course.",""
"2021-08-07","10","Running","","","00:18:11","","00:18:11","","","","","2.942","88.3","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-08-07","16","S & C","","Maintenance","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-08-08","11","Running","","","02:05:37","","","02:05:37","","","","21.515","703.0","2.0","","","","","","","","","","","","Hoka Clifton 7","","Städjan the local big hill. Actually quite rocky and tekky trails for the most part, ankle holding up okay, just a bit sore now and then. Very nice scenery and saw many reindeer. Did take longer than expected tho but legs feeling okay.",""
"2021-08-08","17","S & C","","Core","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-08-09","17","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","1","","","",""
"2021-08-10","11","Running","","","00:10:35","","00:10:35","","","","","1.47","35.8","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-08-10","11","Orienteering","","","00:55:22","","","","00:55:22","","","8.098","244.0","3.0","","","","","","","","","","","","VJ Bold X","","On the model map. Spanked the tekky controls and bottom section but my compass was shit in the vague bit. Found it so hard to run with the rocks and my ankle, I hope that on Thursday it is less sore but today was still not too fun with it. Either way should be some good racing coming up ",""
"2021-08-10","21","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-08-11","11","Running","","","00:37:16","","","00:37:16","","","","7.523","208.8","2.0","","","","","","","","","","","","Hoka Clifton 7","","Jogging after moving up to the team accom. Got bloody soaked in a monsoon and hail, was gonna run an hour but was getting cold so bailed home and will do the rest later.",""
"2021-08-11","16","Running","","","00:32:20","","00:32:20","","","","","5.656","17.3","1.0","","","","","","","","","","","","Hoka Clifton 7","","Joggo with Josh on some trails. Very nice, leggies feeling good. Did two strides at the end and legs felt grand. Just hope ankle holds up tomorrow for 17km of skog, big yikes.",""
"2021-08-11","17","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-08-12","10","Running","","","00:14:54","","00:14:54","","","","","1.879","10.6","1.0","","","","","","","","","","","","VJ Bold X","","",""
"2021-08-12","10","Orienteering","","","02:12:07","","","","02:12:07","","","16.346","709.8","3.0","","","","","","","","","","","","VJ Bold X","","Probably my worst performace ever. Ankle was sore with every step so I couldn't push physically and also was focusing on that not the nav so made plenty of mistakes. SO FUCKING FRUSTRATING! I'll be back for sure, although need to have a good long think about how to deal with the ankles going forward.",""
"2021-08-13","10","Running","","","01:01:10","","","01:01:10","","","","11.992","406.9","2.0","","","","","","","","","","","","Hoka Clifton 7","","Jog on big trails. I'm not racing the other events or doing jukola, coming home on Monday. I can't race with that much pain.",""
"2021-08-13","","Note","","","","","","","","","","","","","","","","","","","","","","","","","","","Summer 2021 learning.

- I can't race whilst sore and injured.
- I want to be at the race place 3 days before. 2 day before do ~15mins of otervals on the model. Day before Jog and strides.
- I need to spend more time in terrain so I can move better in it.
- ankles: I will buy a brace/ VJ high tops to train in. Race heavily taped up
- ankles: I will do Bosu work every day
- In terms of training don't do too much running, want to feel comfy, no stressy niggles. Run once a day and XT once a day and S&C once a day. Take a rest day once a week.
- I need at least two camps in relevant terrain, only do this for the big races of the year, EOC/WOC. First one is a week of normal camp, second one should be some races.
- I need to prepare better technically, more geeking and stuff.
- In the race I need a better more consistently aggressive mindset, just go into beast mode for the full thing.

"
"2021-08-14","10","Running","","","01:01:32","","","01:01:32","","","","12.923","206.3","2.0","","","","","","","","","","","","Hoka Clifton 7","","Out and back run on big trails and roads.",""
"2021-08-15","11","Running","","","01:01:54","","","01:01:54","","","","12.394","210.3","2.0","","","","","","","","","","","","Hoka Clifton 7","","Lovely little trail run.",""
"2021-08-15","11","S & C","","Core","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-08-16","21","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","1","","","Back in the Burgh. Time to get fit.",""
"2021-08-17","7","Note","","","","","","","","","","","","","","","","","","","9.00","71.2","","","","","","",""
"2021-08-17","10","Running","warm up/down","","00:14:21","","00:14:21","","","","","3.126","","1.0","","","","","","","","","","","","Saucony Endorphin Speed","","",""
"2021-08-17","10","Running","intervals","","00:34:33","","","","","00:34:33","","9.098","","4.0","","","","","","","","","","","","Saucony Endorphin Speed","","8 * 3mins [90s] on the meadows.

I have got some bunda to lose but this was okay. Next 7 weeks I hope to a) get stronger ankles and wear braces so I don't twist them again b) lose some bunda c) Do lots of running and cycling and enough orienteering to hopefully have some good races this year at Euromeeting and the autumn races.",""
"2021-08-17","10","Running","","","00:01:01","","","","","","00:01:01","0.418","","5.0","","","","","","","","","","","","Saucony Endorphin Speed","","4*15s",""
"2021-08-17","10","Running","warm up/down","","00:08:57","","00:08:57","","","","","1.559","11.7","1.0","","","","","","","","","","","","Saucony Endorphin Speed","","Should have done more on this.",""
"2021-08-17","16","XT","","","01:12:46","","01:12:46","","","","","","","1.0","","","","","","","","","","","","","","25.26 km (20.8 kph) +438m.

Seat4 with Felix, I was on his town bike which was a bit large for me and also quite a whopper. Still had fun and impressed to see Felix do a seat climb no handed.",""
"2021-08-17","18","S & C","","Core","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-08-18","10","Running","","","01:04:33","","","01:04:33","","","","13.007","253.1","2.0","","","","","","","9.00","70","","","","Saucony Triumph 18","","Shortenhall on a lovely morning. Hopefully I am acquiring a gravel bike this afternoon :0",""
"2021-08-18","18","XT","","","01:00:35","","01:00:35","","","","","","","1.0","","","","","","","","","","","","","","20.8 km (20.6 kph) +250m.

Pootle on Felixs bike. I acquired a gravel/Cross bike this afternoon, it needs a bit of tlc but should be good to roll soon, am very excited.",""
"2021-08-18","20","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-08-19","11","Running","warm up/down","","00:19:32","","00:19:32","","","","","3.991","11.7","1.0","","","","","","","9.00","69.1","","","","NB Summit Unknown","","",""
"2021-08-19","11","Running","hills","","00:31:59","","","","","00:31:59","","4.676","410.4","4.0","","","","","","","","","","","","NB Summit Unknown","","Was on my way to raz some seat climbs, bumped into Mr Laraia who was gonna do a session so we combined and did 4*purkos from the Loch. I kept it fairly chill which was nice, legs feeling quite okay for the majority.",""
"2021-08-19","11","Running","warm up/down","","00:18:06","","00:18:06","","","","","3.482","11.4","1.0","","","","","","","","","","","","NB Summit Unknown","","",""
"2021-08-19","19","XT","","","01:00:15","","01:00:15","","","","","","","1.0","","","","","","","","","","","","","","20.52 km (20.4 kph) +243m.

Evening gravel, still on Felixs bike, soon onto mine.",""
"2021-08-19","19","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","Core and balance. Actually 30mins of work.",""
"2021-08-20","10","Running","","","01:00:12","","","01:00:12","","","","13.373","95.3","2.0","","","","","","","9.00","69.4","","","","Saucony Triumph 18","","Bit of mostly tarmac pounding up the canal, along greenbank drive, down hermitage and then back via the meadows. Actually really nice route, legs moving fine but quads defo a bit tired. ",""
"2021-08-20","17","XT","","","01:03:40","","01:03:40","","","","","","","1.0","","","","","","","","","","","","","","21.85 km (20.6 kph) +330m.

New bike whoop whoop, good fun cutting about on the grass and did an APO job as well.",""
"2021-08-20","19","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-08-21","9","Running","hills","","01:00:20","","","00:48:04","","00:12:16","","9.594","488.2","2.41","","","","","","","","69.7","","","","NB Summit Unknown","","Bosh into the Pentlands with Felix. Jogged up the valley then smashed up Carnethy the steepest way, 1.18km with 331m of climb in 12:16. Reckon can go sub 11 at some point, especially with fresher legs. Maybe something for the winter. Back along the ridge via Turnhouse afterwards.",""
"2021-08-21","14","XT","","","01:08:42","","01:08:42","","","","","","","1.0","","","","","","","","","","","","","","27.56 km (24.1 kph) +296m.

Out making bare dollar in a Facebook marketplace sell. Got rained on.",""
"2021-08-21","17","S & C","","","00:20:00","00:20:00","","","","","","","","0.0","","","","","","","","","","","","","","Core which felt easy today for some reason.",""
"2021-08-22","8","Running","","","03:25:57","","","03:25:57","","","","27.764","1717.7","2.0","","","","","","","","70","","","","Saucony Peregrine 10 ST","","Skyline with FW, AliM, Bashman, Oleg, Jill and Totton. Highly enjoyable especially as I didn't bonk this time :)",""
"2021-08-23","","Note","","","","","","","","","","","","","","","","","","","","69.2","","","1","","","Big old rest day. At home in the Lakes for this week.",""
"2021-08-24","11","Running","intervals","","01:01:39","","00:20:00","00:19:09","","00:22:30","","14.532","26.0","2.41","","","","","","","","","","","","Saucony Endorphin Speed","","15 * 90s[45s] on the Thirlemere Road.

Kept everything pretty chill, just ticking them off. A lovely day and always a good place to session with good views. Enjoyed it.",""
